,title,company,description,location,jobID,jobType
53,Data Exploitation Analyst,Canadian Security Intelligence Service,"Important

Do not discuss your application with others (including on social media) besides your partner, or close family members - who should also be reminded about the need to be discreet.

Closing Date
2024-03-29

Reference Number
24-968-08-020

Job Category
Experienced

Who Can Apply
Canadian Citizens

Location
Montréal, Québec

Ottawa, Ontario

Toronto, Ontario

Salary Range
$99,392 - $120,917

Status
Indeterminate (permanent)

Language Requirement
Bilingual Non Imperative

CBB

BBB

EE

Job Summary

The Data Exploitation Analysts (DEA) conduct research, analysis, and exploits data using advanced analytical tools and techniques to produce reports and intelligence in support of the Service investigations and operations. The DEA’s work on new analytical processes and identify technical enhancements to improve capabilities and tools.

Major Responsibilities:
• Consult with clients to determine their requirements for data analysis, understand their intelligence question(s), and in non-technical language advise on appropriate analytical approaches.
• Assess, analyze, exploit and interpret data; bringing to bear general and specialized knowledge and communicating the results through reports and other products. Thus further advancing investigations.
• Be familiar with and ensure program area activities are compliant with relevant legislation, policies, and ministerial requirements.
• Develop and maintain knowledge of analytical tradecraft, methodologies, and techniques, as well as advanced tools, systems and data sources.
• Work with other DEAs to identify innovative/creative solutions to enhance existing analytical processes, products, technical capabilities, and data literacy.
• Contribute to data analytics policy development and training.

Education
• Undergraduate degree and four (4) years of experience *
• College diploma and five (5) years of experience *

The educational program must be from an accredited learning institution recognized in Canada.

If you completed a program outside of Canada you will be required to obtain proof of a Canadian equivalency at your expense through a recognized credential assessment service.

Note: Any higher level of education could be recognized as experience.

Experience
• Experience1 with the use of analytical tools and interpret data to inform decision-making.

Candidates must also possess:
• Two (2) years providing written and verbal advice (formal or informal) to assist colleagues / clients / managers in making the best decisions to meet their particular requirements.
• Two (2) years experience organizing and exploiting data to create analytical products
• Experience in analysing and conveying complex2 information in plain language to a non-technical audience

1 The breadth and depth of sought experience involve files of various complexities, multiple issues, partners or clients, impacts or risks.

2 For the purpose of this career opportunity, complex information can be considered to be about any of the following: finance, data, systems, software, technology, applications, statistics, geospatial, imagery, biometric, crime, military, national security, or other related fields.

Assets: An asset qualification is a qualification which can enhance the ability to perform the work based on current and future business requirements, but which is not strictly required. Assets can help determine right fit.

Data Exploitation Analyst
• Experience in the use of data visualization software (i.e., Tableau, Power BI, or SISENSE).
• Experience conducting analysis with Microsoft Excel or financial analysis software using complex formulas, PivotTables, other built-in analysis tools, macros, or VBA.
• Experience supporting law enforcement or security investigations.
• Proficiency in the use of programming languages such as Python.
• An undergraduate degree or higher level of education in a field of study related to Computer Science, Data Science, Statistics, Demographics, Social Sciences, or other Science, Technology, Mathematics, Geography, Geographic Information Systems, or Geomatics.

Financial Data Exploitation Analyst (FININT)
• An undergraduate degree or higher level of education in a field of study related to Accounting, Business Administration, Commerce, Economics, Finance or other financial topics.
• Achievement of, or progress towards, a recognized financial designation such as: Charted Professional Accountant (CPA), Chartered Financial Analyst (CFA), Certified Anti-Money Laundering Specialist (CAMS) or, Certified Fraud Examiner (CFE).
• Experience in the analysis or exploitation of financial data.
• Experience interpreting details of financial transactions to understand the action/behaviour that generated a transaction, analyzing financial activity for trends or patterns, or performing computations on financial data in order to derive conclusions.
• Understanding of the PCMLTFA, Bank Act, PIPEDA, SCIDA, or the Income Tax Act.
• Understanding of law, regulations, and policies governing national security activities including lawful access programs, data programs, and privacy requirements

Competencies
• Problem solving
• Analytical Skills
• Innovation/Creativity/Ingenuity
• Communication Skills
• Behavioural Flexibility
• Team work

Conditions of Employment

Not Applicable

Notes

While we continue to explore opportunities for flexible work arrangements, the majority of work in our organization must be done in the office and cannot be performed at home.

A competency-based interview, a written exam and reference check may be administered to retained applicants. To know more about our process, please visit: Job Requirements- Canada.ca

Candidates should note that non-imperative staffing may be considered in situations where it can contribute to closing representation gaps in employment equity groups.

Screening Exam

Written exams will be administered as part of this competitive process. If successful, you will be invited to an interview. The exams will serve to evaluate your knowledge, skills and experience as it relates to the position.

Competency-Based Interview

The Competency-Based Interview will assess the candidate’s experience, knowledge, and competencies listed in this tabloid.

Reference checks may be conducted as part of the assessment process.

While we continue to explore opportunities for flexible work arrangements, the majority of work in our organization must be done in the office and cannot be performed at home.
• Security Requirements

Candidates must be eligible to receive an Enhanced Top Secret security clearance. The process involves a security interview, a polygraph, and a background investigation that includes credit and financial verifications. The use of illegal drugs is a criminal offense. Drug use is an important factor considered in your reliability and suitability assessment during the selection process. Therefore it is important not to use any illegal drugs from the time you submit your application.

Others

Important

Applicants must clearly demonstrate in their application how they meet each Education and Experience criteria. Failure to do so will result in the applicant being screened out of the career opportunity.

CSIS is a separate employer and is not subject to the Public Service Employment Act (PSEA). CSIS has its own classification, compensation system, and a different staffing regime. As such, we use a different staffing process and terminology.

CSIS is committed to building a workforce that is truly representative of the Canadians it serves by cultivating a diverse and inclusive workplace environment. This will be achieved by increasing employment equity group representation (including persons with disabilities, visible minorities, Indigenous peoples, and women) at all levels within the organization through hiring and talent management practices. We will also ensure that appropriate accommodations are made (e.g., specialized equipment, changes to physical workspace) to provide employment opportunities for all qualified candidates. In support of achieving a greater, diverse and skilled workforce, we strongly encourage those individuals who belong to one or more of the employment equity groups to self-identify when applying.

Should you require accommodation in relation to a disability, please tell us at the beginning of the selection process. This information will be kept confidential.

CSIS Offices in Canada are located on various ancestral and traditional lands. In the spirit of reconciliation, we acknowledge all Indigenous People across Canada and their connection to these lands.

The personal information provided in your application is protected under the Privacy Act and will be held in Personal Information Bank SIS/P-PU-025.

We thank all applicants for their interest in CSIS. However, only those who are selected for further consideration will be contacted","Montreal, QC",LRWrM2Tvwp3Copu9AAAAAA%3D%3D,Full-time
54,data entry clerk,KEYSTONE IMMIGRATION CONSULTANCY LTD.,"Education: Secondary (high) school graduation certificate. Work setting: Private sector. Urban area. Tasks: Receive and register documents for data entry. Enter data according to specified format. Transfer data between software. Verify accuracy and completeness of data. Store, update and maintain databases. Perform backup procedures. Perform general office duties. Create digital records using a scanner. Plan, organize, direct, control and evaluate daily operations. Transfer handwritten data to Excel or Word documents. Experience: Will train.","Edmonton, AB",Fz5sAz94jPGohGqfAAAAAA%3D%3D,Full-time
55,D365 Data Engineer,Eviden,"Salary range CAD 80000 - 100000 a year (Depend upon experience)
• Proficient in SQL (writing queries, joins, stored procedures, etc.) and ETL pipelines, alerts & legacy reporting
• Knowledge on data modeling.
• 2+ years experience Azure Data Factory
• 2+ years experience Azure storage solutions (blob storage, datalakes)
• 2+ years experience building data warehouse solution
• 2+ years experience creating reports/dashboards in either SSRS, Power BI &/or Tableau
• 2+ years experience Microsoft Excel
• 1+ years experience Azure Databricks (preferred).
• Experienced in
• Design and build data pipelines.
• Enable data to be collected and transformed for reporting.
• Integrate data from multiple platforms/sources, perform transformations and calculations.
• Prepare datasets to be used for all business reporting purposes (adhoc &/or Tableau dashboards).
• Monitor pipelines
• Legacy Support:
• Maintain reports/subscriptions on legacy platforms (SSRS, Power BI)
• Ad hoc reporting (if unavailable in GBQ",Canada,a_QsTP6jwovEUhn4AAAAAA%3D%3D,Full-time
56,Data Analyst,Royal Bank of Canada,"Job Summary

Job Description

What is the opportunity?

The Data Governance Office (DGO) at RBC Global Asset Management (GAM) is accountable for implementing and maintaining GAM’s Data Management Program. The DGO has authority over the governance of all information at GAM and the obligation to create and enforce standards, set rules and establish policies on data creation, integration, and consumption.

In your role as Data Analyst, you’ll be performing data driven business analysis, data maintenance and management process of complex data flows. You will also contribute to data policies development and provide consistent improvement of data quality and transparency. For more information, please visit: https://www.rbcgam.com/en/ca/

What will you do?
• Maintain and enrich RBC Global Asset Management’s data warehouse working with all of RBC Global Asset Management’s investment groups. This would include security classification, analytics and reference data.
• Work in conjunction with team members to ensure data standards are defined and enforced
• Collaborate with internal clients to identify, document and source data
• Support short to midterm project implementations
• Document business and technical processes
• Develop toolsets and methods to improve data quality and availability
• Other duties and responsibilities as assigned

What do you need to succeed?

Must Have
• Demonstrated ability to understand data relationships, aggregate information and utilize SQL or other querying languages to research data issues
• Experience verifying security data using sources such as Bloomberg, Yield Book, Factset, Ratings Agencies, and/or others
• Operational understanding of fixed income, equity and derivative securities
• Ability to translate business requirements into data requirements
• Detail-oriented with strong analytical skills and ability to work under pressure to deliver within time-sensitive deadlines

Nice to Have
• Investment operations, compliance or back-office experience
• Ability to set priorities and work effectively in a fast paced, deadline oriented environment. Strong follow-through skills
• Ability to be able to think creatively and use ‘out of the box’ solutions where possible.

What’s in it for you?

We thrive on the challenge to be our best, progressive thinking to keep growing, and working together to deliver trusted advice to help our clients thrive and communities prosper. We care about each other, reaching our potential, making a difference to our communities, and achieving success that is mutual.
• A comprehensive Total Rewards Program including bonuses and flexible benefits, competitive compensation, commissions, and stock where applicable
• Leaders who support your development through coaching and managing opportunities
• Ability to make a difference and lasting impact
• Work in a dynamic, collaborative, progressive, and high-performing team
• Opportunities to do challenging work
• Access to a variety of job opportunities across business and geographies

Job Skills
Critical Thinking, Data Administration, Database Structures, Data Modeling, Data Movement, Detail-Oriented, Group Problem Solving, Information Capture, Standard Operating Procedure (SOP), Teamwork

Additional Job Details

Address:

WATERFRONT CENTRE, 200 BURRARD ST:VANCOUVER

City:

VANCOUVER

Country:

Canada

Work hours/week:

37.5

Employment Type:

Full time

Platform:

Wealth Management

Job Type:

Contract (Fixed Term)

Pay Type:

Salaried

Posted Date:

2024-03-13

Application Deadline:

2024-03-27

Inclusion and Equal Opportunity Employment

At RBC, we embrace diversity and inclusion for innovation and growth. We are committed to building inclusive teams and an equitable workplace for our employees to bring their true selves to work. We are taking actions to tackle issues of inequity and systemic bias to support our diverse talent, clients and communities.

We also strive to provide an accessible candidate experience for our prospective employees with different abilities. Please let us know if you need any accommodations during the recruitment process.

Join our Talent Community

Stay in-the-know about great career opportunities at RBC. Sign up and get customized info on our latest jobs, career tips and Recruitment events that matter to you.

Expand your limits and create a new future together at RBC. Find out how we use our passion and drive to enhance the well-being of our clients and communities at jobs.rbc.com","Vancouver, BC",OTUpX5Bpy_N-Q1feAAAAAA%3D%3D,Full-time
57,September 2024 -Risk Assurance Services Data Centre of Excellence CPA ...,Pwc Canada,"Applying at PwC

At PwC, we embrace new technology where you will learn to innovate and deliver differently. To learn about our application process visit our Applying to PwC page on our campus recruitment website.

To apply, visit our campus recruitment website at pwc.com/ca/campus and submit your resume and transcripts (unofficial version is accepted) by March 31st, 2024 at 11:59 PM EST.

Join our community of solvers in cultivating a collaborative workplace driven by unique perspectives. We’re proud PwC Canada advances a culture that helps everyone thrive. It's one of the reasons we're recognized as a top employer in Canada. As you build a career with purpose and build meaningful connections that’ll last a lifetime, you'll work with people from diverse backgrounds and industries to help solve important problems, powered by the latest technology, to turn today's ideas into tomorrow's solutions.

PwC Canada is committed to cultivating an inclusive, hybrid work environment - one that is collaborative, supportive and productive. We work in-person and virtually, as is best suited for our clients, teams and people. We want you to be intentional with your work, how you do it and where it’s done. PwC offices are hubs of connectivity and learning. We strongly encourage our people to prioritize in-person work, whether it’s in the office or at a client site. This means we expect you to be in-person (either with clients or in the office) at least half of your time.

We know that hybrid work is all about balance, and capturing the benefits of in-person work is essential to your growth at the firm. Exact expectations for your team can be discussed with your interviewer.

What you’ll create and do

Risk and regulatory requirements have never been higher on the boardroom agenda. Our Risk Assurance professionals help organizations effectively manage their risks and increasingly complex regulatory requirements. We help clients demonstrate that, whatever the threat, there's a plan in place to deal with and mitigate that risk.

As a Co-op or Winter Intern in our Accelerate program you will gain exposure to the following areas within Risk Assurance Services:
• Assurance Development: Redefine how PwC performs its assurance services by building a strong understanding of commonly used client information systems (ERPs) to develop automated solutions to problems encountered by existing engagement teams.
• Specialised Assurance: Engage with clients in highly specialised assurance tasks, using advanced data analysis and automation to deliver results. Includes testing of key client reports, testing over client's ERP system conversions and developing solutions for industry specific assurance.
• Data Analysis: Help clients manage their data better and feel confident that the information generated from their business data is reliable and can help them make the right business decisions.
• Acquire Data: Work with clients to understand and set up and optimize the process to acquire comprehensive datasets used as the foundation of PwC's audits. This includes implementing the cutting edge technology (such as PwC Extract) for data extraction and transformation to facilitate end to end automation.

With connectivity being a key enabler of our strategy, our objective is to become the most connected firm - connected to our clients, our communities and to each other. PwC follows an Activity Based Work model, where our PwC professionals engage in a diverse range of activities from our offices, from client sites, or our home.

What you’ll bring to this role:
• Enrolled in post-secondary education
• An interest in upskilling for a digital world and technology trends, an openness to learning new tools and adapting how you work
• A demonstrated commitment to valuing differences and working alongside diverse people and perspectives
• Strong written and verbal communication skills to articulate new ideas
• Highly detail oriented with excellent organizational and analytical skills; an ability to think broadly and to ask questions about data, facts and other information to deliver quality to our clients
• Share and collaborate effectively with others, building relationships which are genuine and rooted in trust
• Ability to easily adapt and prioritize, demonstrating project management skills to handle changing priorities
• Examples of alignment with PwC Values: Acting with Integrity, Working Together, Care, Reimagine the Possible and Make a Difference
• You’ll be comfortable travelling to cities across Canada (when deemed safe to do so by applicable public health or regulatory authorities and PwC)
• This role requires that you are legally entitled to work for PwC in Canada for the intended duration of the offer/contract.
• Excellente maîtrise du français exigée

Note: We only allow you to submit one application; however you are able to select a second and third office preference.

Why you’ll love working with us

At PwC Canada, our solvers are supported through meaningful rewards, meaningful connections, meaningful work, and meaningful growth. Thrive in work and life through our diverse, inclusive and flexible culture, powered by the latest tech. Learn what it means to be a part of The New Equation.

Please note: eligibility for some of these benefits is dependent on the role

Find out what it takes to be a part of The New Equation.

Please make sure to check your spam folder for any email communications from us throughout the application process!
At PwC Canada, our most valuable asset is our people and we grow stronger as we learn from one another. We’re committed to creating an equitable and inclusive community of solvers where everyone feels that they truly belong. We understand that experience comes in many forms and building trust in society and solving important problems is only possible if we reflect the mosaic of the society we live in.
We’re committed to providing accommodations throughout the application, interview, and employment process. If you require an accommodation to be at your best, please let us know during the application process","Montreal, QC",0gBAJxqsEpgGYnUFAAAAAA%3D%3D,Full-time and Internship
58,data analyst - informatics and systems Verified,Snaplii Inc.,"Education: Bachelor's degree. or equivalent experience. Work setting: Software company. Tasks: Collect and document user's requirements. Data Science. Design and develop database. Design, construct, modify, implement and test data models and database management systems. Conduct research and provide advice to other informatics professionals regarding the selection application and implementation of database management tools. Operate database management systems to analyze data. Develop and implement data administration policy, standards and models. Research and document data requirements, data collection and administration policy, and data access rules. Develop policies and procedures for network access and usage and for the backup and recovery of data. Conduct research and provide advice to other information systems professionals regarding the collection, availability and suitability of data. Write scripts related to stored procedures and triggers. Computer and technology knowledge Android. Data Warehouse. Linux. MySQL. Programming software. SASS. Security and safety: Criminal record check. Work conditions and physical capabilities: Fast-paced environment. Work under pressure. Tight deadlines. Attention to detail. Experience: 3 years to less than 5 years. Health benefits: Dental plan. Health care plan. Financial benefits: Bonus. Group insurance benefits. Other benefits: Free parking available. On-site amenities. Other benefits. Team building opportunities. Parking available","Mississauga, ON",SVH2nXnHj7I30pkFAAAAAA%3D%3D,Full-time
59,Jr. Data Entry Coordinator - Remote,Resrch Lab,"Just apply here: jobclove.com

Do you enjoy meticulous work and possess a keen eye for detail and hidden inconsistencies?

Become a Data Detective and launch a fulfilling career as a Remote Entry Specialist! We're seeking motivated individuals to tackle diverse data entry projects, offering the flexibility to work remotely or in-person at our local office.

Your Detective Work Ensures Accuracy
• Ensure accuracy and consistency: Utilize your meticulousness to guarantee error-free data entry, acting as the first line of defense in maintaining data integrity.
• Become a Data Detective: Develop a keen eye for identifying and resolving inconsistencies in data, guaranteeing its accuracy and reliability.
• Embrace continuous learning: Gain valuable experience and knowledge in data management through comprehensive training and innovative tools.
• Craft your ideal work-life balance: Enjoy the flexibility of a remote work schedule, ideal for those seeking a balanced lifestyle.
• Potential for recognition: Explore opportunities for rewards and recognition based on your valuable contributions.

Who You Are
• A detail-oriented individual with a dedication to accuracy and a strong desire to maintain data integrity through meticulous analysis.
• Demonstrate the ability to follow detailed instructions and consistently deliver high-quality data entries.
• Possess a reliable internet connection and a smartphone camera or PC webcam for verification purposes.

This is a part-time opportunity, perfect for individuals seeking work-from-home flexibility or to supplement their income. Prior data entry experience is a plus, but not required.

Why Choose Us
• We value our employees and their contributions, fostering a positive and supportive work environment, regardless of location.
• Enjoy a collaborative and engaging atmosphere where your dedication to accuracy is appreciated.
• We are committed to providing opportunities for your personal and professional growth.

Join us and become a Data Detective as a Remote Entry Specialist!

Note: This role is designed for individuals seeking to supplement their income with flexible tasks and does not offer full-time employment opportunities","Calgary, AB",gUA5jLbJybqxBkp1AAAAAA%3D%3D,Full-time and Part-time
60,Engineer In Training Image Data Analytics,CPKC,"Canadian Pacific (CP) and Kansas City Southern (KCS) are now CPKC. As the only truly North American railway, we are making big moves! Drawing on our strong foundations and heritage, CPKC moves essential goods across our 20,000-mile network to support economic growth throughout Canada, the U.S. and Mexico. Be a part of history as we connect a continent and create exciting career opportunities across our new transnational network. Visit cpkcr.com to learn about the CPKC advantage, our purpose and culture.

PURPOSE OF THE POSITION:

The Image Data Analytics EIT performs mechanical and image data analysis in support of requests from the mechanical car and locomotive, safety and regulatory, and engineering departments. Data analytics performed by the employee are used to identify mechanical safety defects for locomotive and railcar assets. They will also be used to determine root causes for a number of events occurring in railway operations which consist of, but are not limited to, the following: derailments, component failures in linear, locomotive, and railcar assets. The position will be responsible to drive and develop computer vision initiatives including machine vision algorithms to identify the state of railway equipment. The results of these analyses may also be used to enhance Equipment Health Monitoring System (EHMS) rules or to purchase preventative technologies to improve safety, increase operational efficiency, and assist in asset repair management strategies. Determining more efficient ways for extracting and consolidating data is also a responsibility of the employee to facilitate both internal requests and those from regulatory bodies such as Transport Canada, the Transportation Safety Board, the Federal Railroad Association (FRA), and the National Transportation Safety Board (NTSB).

POSITION ACCOUNTABILITIES:
• Support all mechanical, safety and regulatory, and engineering department investigations
• Develop new business and operating rules based on image data analysis key findings and root causes
• Develop and produce machine vision algorithms to identify mechanical and safety defects on railway equipment on a regular schedule
• Support business case developments for new technology purchases and/or process integrations based on data analysis results to improve railway safety and efficiency
• Coordinate the implementation and installation of such technologies
• Propose new processes and technologies to enhance investigation data retrieval and processing capabilities to increase productivity
• Define requirements and work with IT staff to incorporate all technological changes
• Utilize vast quantities of wayside detector, locomotive, operating, repair, and incident data sources to develop value adding machine learning models and processes
• Visit train yards and derailment sites as required to collect evidence and data immediately as incidents occur
• Adhere to Canadian Pacific’s health and safety policy
• Support occasional weekend requests for immediate analysis

POSITION REQUIREMENTS:
• Bachelor’s degree in electrical engineering or computer science from an accredited college or university
• Eligible to register as an EIT or hold a P.Eng. status
• Minimum 3 years’ experience implementing data mining and machine learning concepts OR evidence of project work in school in artificial intelligence fields
• Development experience using programming languages such as Python, R, Java, C++, SQL
• Experience with AWS and/or other cloud providers
• Experience with applying machine learning modelling to image data
• Ability to write clear and concise reports which will be distributed to high level management
• Must possess a valid Class 5 driver’s permit
• Valid passport, ability to travel to US/CAN without restrictions

WHAT CPKC HAS TO OFFER:
• Flexible and competitive benefits package
• Competitive company pension plan
• Employee Share Purchase Plan
• Performance Incentive Program
• Annual Fitness Subsidy
• Part-time Studies Program

ADDITIONAL INFORMATION:

As an employer with North American presence, the possibility does exist that the location of your position may be changed based on organizational requirements.

Background Investigation:

The successful candidate will need to successfully complete the following clearances:
• Criminal history check
• Reference check

Management Conductor Program:

Becoming a qualified conductor or locomotive engineer is the single best way for a management employee to learn the business at CPKC. You may be required to obtain a certification or to maintain your current certification/qualification as a conductor or locomotive engineer.

CPKC is an employment equity employer committed to the principles of employment equity and inclusion. We encourage all qualified candidates to apply including women, Black, Indigenous, People of Colour (BIPOC), members of the LGBTQ+ community, and people with disabilities. Accommodations for the job application process can be provided, as appropriate, upon request. All applicant information will be managed in accordance with the federal Personal Information Protection and Electronic Documents Act (PIPEDA).

CPKC is an equal opportunity/affirmative action employer, inclusive of protected veterans and individuals with disabilities.
• Req ID: 102282
• Department: Chief Engineer
• Job Type: Full-Time
• Position Type: Non-Union
• Location: Calgary, Alberta
• Country: Canada
• % of Travel: 10-20%
• # of Positions: 1
• Job Grade: 5
• Job Available to: Internal & External

#LI-ONSITE","Calgary, AB",Y9h7CLnMm5907ieIAAAAAA%3D%3D,Full-time and Part-time
61,Data Entry Admin,Acuren,"Acuren Group is currently recruiting a Data Entry Admin. This position will include uploading inspection data info into client systems. If you are seeking a dynamic industrial environment with opportunities for individual growth and learning, this is for you.

Responsibilities
• Uploading inspection data into client systems
• Electronic filing of client admin documents
• Maintain schedule and excel files
• Adhere to a 6/1 shift schedule 12 hours/day

Requirements
• Minimum 2 years of data entry and site admin experience in a related industry
• Intermediate MS Office skills– Primarily working within Outlook and Excel
• Fieldglass experience would be an asset
• Business or Office Administration Certificate/Diploma/Degree an asset
• Experience with data entry with a strong attention to detail
• Strong time management skills with ability to prioritize competing tasks
• Able to work independently, with minimal supervision

Benefits

The strength of Acuren lies in its’ outstanding people As a rapidly growing, intensely innovative, international privately held company, the opportunities to pursue challenging and diverse career development paths are vast. Complemented by an attractive and comprehensive total compensation package and a commitment to the principles of a respectful workplace, Acuren offers tremendous opportunities to those who wish to succeed.

Company Overview

Acuren Bio

Acuren is a trusted, single source provider of technology-enabled asset protection solutions used to evaluate the structural integrity of critical energy, industrial and public infrastructures. Committed to delivering a Higher Level of Reliability , Acuren provides an unrivaled spectrum of capabilities including inspection, traditional and advanced NDE/NDT, failure analysis, rope access, materials engineering, field engineering, reliability engineering, drones, robotics, V-Deck and condition-based monitoring services.

Our work is critical to the integrity and safety of industrial firms, including petroleum refinery, pipeline, power generation, pulp & paper, mining, pharmaceutical, aerospace and automotive industries. Acuren employs over 4,000 dedicated professionals supporting the mechanical integrity and inspection programs of the world’s largest industrial segments.

Acuren is a market leader. Our formula for success is straightforward: be capable locally, with certified and well-equipped personnel supported by trained, experienced leaders. Continuing to build on a strong heritage of safety, quality and professionalism, Acuren strives to maintain incident free work environments, pursues advanced technical developments, and supports reliability programs that are valued by clients and employees","Fort Saskatchewan, AB",z3ReYoHKrMatc5bHAAAAAA%3D%3D,Full-time
62,Data Entry Operator - 157803,Randstad Canada,"Are you able to enter data 7000+ key strokes per hour? Are you looking to gain experience within a top 5 bank? Do you have Do you have excellent communication skills with top notch attention to detail? Do you have excellent time management skills? If so, this would be a great opportunity for you!

Our client, a top 5 bank, is looking for a Data Entry Operator for a 6 months contract in North York. This is onsite role. There is a possibility of contract extension and conversion.
Pay rate: $19.95 - $24.08 / Hour
Working hours: Mon-Fri, 37.5 hours/week

Advantages
●Gain experience within a top 5 bank
●Earn a competitive rate within the industry
•Onsite role
•Training provided
•Potential for contract extension and conversion

Responsibilities
As a Data Entry Operator, your duties will include but not limited to:
•Operating a computer terminal to verify, enter, retrieve and edit data. Key from paper documents or other computer templates at required speed and accuracy level.
•Working under minimum supervision.
•Investigating Point of Sale transactions.

Qualifications
•2+ years related experience required
•Verbal and written communication skills, attention to detail, and time management skills
•Ability to accurately document and record customer/client information
•Ability to enter data 7000+ key strokes per hour
•Expert user of Microsoft Excel, Access and Word
•Completion of a speed and accuracy data entry test
•Sense of urgency
•Information Seeking
•Listening, Understanding and Responding

Summary
Interested in the Data Entry Operator role in North York? Apply online today!
Candidates moving to the next step of the recruitment process will be contacted

Randstad Canada is committed to fostering a workforce reflective of all peoples of Canada. As a result, we are committed to developing and implementing strategies to increase the equity, diversity and inclusion within the workplace by examining our internal policies, practices, and systems throughout the entire lifecycle of our workforce, including its recruitment, retention and advancement for all employees. In addition to our deep commitment to respecting human rights, we are dedicated to positive actions to affect change to ensure everyone has full participation in the workforce free from any barriers, systemic or otherwise, especially equity-seeking groups who are usually underrepresented in Canada's workforce, including those who identify as women or non-binary/gender non-conforming; Indigenous or Aboriginal Peoples; persons with disabilities (visible or invisible) and; members of visible minorities, racialized groups and the LGBTQ2+ community.

Randstad Canada is committed to creating and maintaining an inclusive and accessible workplace for all its candidates and employees by supporting their accessibility and accommodation needs throughout the employment lifecycle. We ask that all job applications please identify any accommodation requirements by sending an email to accessibility@randstad.ca to ensure their ability to fully participate in the interview process",Ontario,laj8TBirDEKXlXG4AAAAAA%3D%3D,Contractor
63,Staff Data Engineer,Rakuten Rewards,"Job Description:

Rakuten International oversees 7 businesses with over 4,000 employees globally. The brand is recognized for its leadership and innovation in e-commerce, digital content, advertising, entertainment and communications, bringing the joy of discovery and access to more than 1 billion members across the world. Our teams deliver on the company’s mission to delight merchants and customers through innovation, optimism, and teamwork.

Rakuten Rewards is a leading e-commerce company that enhances the way people shop by offering Cash Back, deals and rewards from more than 3,500 merchants. Founded in 1999, Rakuten has grown to become the go-to shopping destination for consumers, having paid out nearly $2 billion in Cash Back to its 15 million members. The company also operates ShopStyle, a leading fashion discovery destination, and Cartera Commerce, a top rewards platform for airlines and banks. For more information, visit www.rakuten.com.

Job Summary:

We’re looking for a Staff Data Engineer with strong back-end experience to join our growing Data Engineering team. Our group, based out of San Mateo, CA, is responsible for building software used by millions of users. You will work in a Tribe/Squad and supporting data group structure and will maintain enterprise data products related to member, merchant, and transactions data. Our team serves as a cornerstone for various stakeholders including Finance, Legal, Customer Service, Sales, Site Ops, and Data Governance. As part of our team, you’ll experience the best of both worlds, challenging work at a large profitable multinational company with the rapid growth and agility of a startup.

In this role, you will be responsible for processing, reviewing and organizing data. You will provide accurate, timely, and consistent data to the organization and will create data management plans including data acquisition & cleansing, data validation activities, writing specifications for data verifications, etc. You will gather input from cross-functional teams, creating plans that help produce deliverables on schedule while ensuring consistency of data and processes. Lastly, you will oversee and resolve the operational aspects of data management, identifying inefficiencies and implementing process improvements.

Key Responsibilities:
• Develops and maintains robust data models to support business requirements, analytical needs and machine learning use cases.
• Designs and implements efficient ETL/ELT processes to ingest, transform, and load data.
• Optimizes data pipelines for performance, scalability, and reliability.
• Collaborates with cross-functional teams and multiple disciplines to understand data requirements and provide technical expertise on data-related projects.
• Implements data governance best practices to ensure data quality, integrity, and security.
• Builds and maintains documentation for data processes, data dictionaries, and data lineage.
• Applies highly developed knowledge of complex algorithms, data science methods, and statistical analysis techniques to prepare and present data visualizations to key stakeholders and leaders of relevant business units.
• Remains current with industry trends and best practices in data engineering, cloud technologies, and data analytics.
• Coaches and trains junior colleagues in techniques, processes, and responsibilities.

Qualifications:

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
• Proven experience (8+ years) as a Data Engineer or similar role, with a focus on data modeling, SQL, Python, and Snowflake.
• Strong proficiency in SQL for data manipulation and querying.
• Hands-on experience with cloud-based data platforms, particularly Snowflake.
• Solid understanding of data warehousing concepts, dimensional modeling, and ETL/ELT processes.
• Strong communication and collaboration skills, with the ability to work effectively in a team environment.
• Excellent problem-solving skills and the ability to translate business requirements into technical solutions.

Minimum Requirements:
• B.S. or M.S in Computer Science or equivalent experience.
• 8-11 years of experience in data engineering or related roles.
• Proficiency in SQL and Python.
• Experience with cloud-based data warehousing platforms.

Five Principles for Success

Our worldwide practices describe specific behaviors that make Rakuten unique and united across the world. We expect Rakuten employees to model these 5 Shugi Principles of Success.

Always improve, Always Advance - Only be satisfied with complete success - Kaizen

Passionately Professional - Take an uncompromising approach to your work and be determined to be the best

Hypothesize - Practice - Validate – Shikumika - Use the Rakuten Cycle to succeed in unknown territory

Maximize Customer Satisfaction - The greatest satisfaction for our teams is seeing their customers smile

Speed!! Speed!! Speed!! - Always be conscious of time - take charge, set clear goals, and engage your team

Rakuten provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type. Rakuten considers applicants for employment without regard to race, color, religion, age, sex, national origin, disability status, genetic information, protected veteran status, sexual orientation, gender, gender identity or expression, or any other characteristic protected by federal, state, provincial or local laws","Toronto, ON",hsgX8AsGcIUtGpSYAAAAAA%3D%3D,Full-time
